object_id,split,Z,EBV,is_train,target,Z_err
minuial_morn_hador,split_08,0.3766,0.026,1,0,
mir_agar_aphadrim,split_08,0.1426,0.023,1,0,
mir_gilgalad_aear,split_08,0.3562,0.089,1,0,
mirdan_amlug_imlad,split_08,2.228,0.015,1,0,
mithril_minai_honeg,split_08,0.4849,0.017,1,0,
muil_drego_meldir,split_08,0.3755,0.11,1,0,
mund_loss_tinnu,split_08,0.8645,0.013,1,0,
myril_Mirion_lathron,split_08,0.777,0.038,1,0,
nath_corf_hadhod,split_08,0.04438,0.068,1,0,
nath_glass_lossen,split_08,0.5623,0.016,1,0,
nestad_ram_gwaun,split_08,0.9876,0.056,1,0,
nidh_malad_pod,split_08,2.187,0.057,1,0,
nimbrethil_elvellon_hub,split_08,0.1631,0.026,1,0,
nimbrethil_espalass_emel,split_08,0.4013,0.102,1,0,
nimp_aear_lobor,split_08,0.4553,0.03,1,0,
ninglor_haradrim_ryn,split_08,0.522,0.024,1,0,
ogol_Druadan_ennorath,split_08,0.5064,0.157,1,0,
ogol_faradrim_tathar,split_08,0.2269,0.046,1,0,
pendrath_mithril_saelor,split_08,0.9258,0.06,1,0,
pent_celair_riel,split_08,0.5248,0.128,1,0,
per_aras_ninglor,split_08,0.5108,0.024,1,0,
perian_fast_randir,split_08,1.341,0.038,1,0,
perian_iar_neledh,split_08,1.163,0.012,1,0,
pilin_lebenedh_cund,split_08,0.7576,0.088,1,1,
ram_ai_lathron,split_08,0.1825,0.092,1,0,
roch_pilin_galadh,split_08,0.3779,0.025,1,0,
rochir_thamas_celair,split_08,0.4383,0.011,1,0,
rom_harad_glaur,split_08,0.3097,0.023,1,0,
rom_pethron_galvorn,split_08,0.7177,0.081,1,0,
ruith_archam_emel,split_08,0.541,0.014,1,0,
rusc_navaer_eirien,split_08,0.6509,0.021,1,0,
rust_noroth_lathron,split_08,1.055,0.137,1,0,
saer_romru_Sindarin,split_08,0.3866,0.023,1,0,
salab_mirdan_Mirion,split_08,1.329,0.173,1,0,
suil_dannas_haradrim,split_08,0.2816,0.042,1,0,
thangail_aduial_pendrath,split_08,0.299,0.02,1,0,
thavron_anwar_gwanur,split_08,1.027,0.129,1,0,
thor_ennorath_rovalug,split_08,0.4841,0.028,1,0,
thul_guldur_menel,split_08,2.004,0.025,1,0,
tinuviel_Gwathuirim_aduial,split_08,1.143,0.028,1,0,
tirith_celeb_aeglir,split_08,0.1868,0.442,1,0,
tobas_cabed_andrann,split_08,1.379,0.012,1,0,
uir_galas_ablad,split_08,0.153,0.049,1,0,
ulug_dagnir_tang,split_08,0.2768,0.038,1,0,
ulug_ram_amath,split_08,0.4178,0.099,1,0,
uruk_galvorn_hadhod,split_08,2.383,0.123,1,0,
ylf_dunedhel_araf,split_08,0.7152,0.055,1,0,
Gonhir_rochir_Mirion,split_09,0.7126,0.023,1,0,
Sindarin_lalaith_bregedur,split_09,1.245,0.037,1,0,
Tawarwaith_cabed_aeglir,split_09,1.356,0.062,1,0,
Tawarwaith_gaw_in,split_09,0.1744,0.031,1,0,
achad_fae_eilian,split_09,0.4067,0.09,1,0,
adan_Druadan_annon,split_09,2.76,0.038,1,0,
adar_hadhod_soga,split_09,0.4391,0.056,1,0,
aegas_Druadan_gli,split_09,1.473,0.038,1,0,
aegas_ank_ungol,split_09,1.055,0.058,1,0,
aes_baug_lobor,split_09,0.3539,0.02,1,0,
aes_min_uan,split_09,0.8019,0.125,1,0,
agar_iar_glandagol,split_09,0.5131,0.129,1,0,
ah_calad_mithren,split_09,1.19,0.011,1,0,
alae_Sindarin_lembas,split_09,1.136,0.048,1,0,
amdir_minuial_pod,split_09,0.2032,0.068,1,0,
amlug_grond_rudh,split_09,0.3885,0.048,1,0,
anann_rhovan_Gwathuirim,split_09,0.4561,0.064,1,0,
ank_anann_cugu,split_09,0.3014,0.108,1,1,
aran_gwachaedir_lost,split_09,1.495,0.063,1,0,
aranarth_aear_faradrim,split_09,0.3637,0.121,1,0,
badhor_Dornhoth_heledh,split_09,0.4029,0.011,1,0,
bregedur_celair_nost,split_09,0.6312,0.023,1,0,
cair_rudh_Sindarin,split_09,0.2198,0.059,1,0,
celeb_imlad_paich,split_09,0.4998,0.052,1,0,
cenedril_inias_myril,split_09,0.2403,0.011,1,0,
cirdan_adel_dunadan,split_09,1.188,0.127,1,0,
corch_Eru_laes,split_09,0.8866,0.039,1,0,
cugu_nothrim_heleg,split_09,0.146,0.014,1,0,
cuil_harad_nath,split_09,0.6788,0.01,1,0,
daen_tavor_cabor,split_09,0.5418,0.024,1,0,
dam_faradrim_elu,split_09,1.251,0.011,1,0,
dirnaith_gwathui_hud,split_09,0.5629,0.02,1,0,
dol_glae_forodrim,split_09,1.428,0.051,1,0,
draug_andrann_rhovan,split_09,0.4453,0.06,1,0,
draug_roch_mithren,split_09,1.617,0.009,1,0,
dunedhel_elvellon_daen,split_09,1.613,0.084,1,0,
ennorath_haust_Gwathuirim,split_09,1.536,0.11,1,0,
fae_rust_laes,split_09,2.971,0.026,1,0,
faen_lass_harad,split_09,0.1773,0.028,1,0,
faen_pennas_melethril,split_09,0.4215,0.029,1,0,
firion_gaw_fervain,split_09,0.6065,0.007,1,0,
forodrim_amarth_cabed,split_09,1.59,0.025,1,0,
galadhrim_gellui_lass,split_09,0.6724,0.031,1,0,
gaur_glae_raug,split_09,0.7419,0.05,1,0,
gellui_aderthad_midh,split_09,0.2358,0.046,1,0,
gellui_rist_muil,split_09,0.4892,0.13,1,0,
glamor_peredhel_cenedril,split_09,0.2385,0.029,1,0,
glass_galad_faen,split_09,0.4699,0.1,1,0,
gli_bain_sirion,split_09,0.188,0.057,1,0,
gli_caras_aeruil,split_09,1.399,0.108,1,0,
gli_panas_in,split_09,0.4626,0.014,1,0,
gobennas_lathron_draug,split_09,1.4,0.021,1,0,
gobennas_meril_nell,split_09,0.1648,0.009,1,0,
graw_glae_aran,split_09,0.493,0.03,1,0,
grond_acharn_elvellon,split_09,0.1878,0.033,1,0,
grond_celon_lunt,split_09,0.7473,0.023,1,0,
hadhod_gwathui_nath,split_09,0.3592,0.211,1,0,
haeron_ogol_haudh,split_09,0.5754,0.116,1,0,
harad_puig_merilin,split_09,0.6438,0.028,1,0,
haudh_cabor_lass,split_09,0.2475,0.054,1,0,
haudh_gaw_Dornhoth,split_09,0.5637,0.103,1,0,
haudh_laug_nadhras,split_09,0.1691,0.009,1,0,
haust_galenas_ithron,split_09,0.5331,0.049,1,0,
hervess_ruith_braig,split_09,0.6391,0.031,1,0,
honeg_naer_gorn,split_09,0.1945,0.077,1,0,
iaun_bregedur_cuin,split_09,0.3803,0.036,1,0,
iaun_naer_cenedril,split_09,0.1445,0.034,1,0,
idhren_eredh_hast,split_09,0.3542,0.039,1,0,
idhren_laug_aras,split_09,1.457,0.131,1,0,
imloth_ogol_galvorn,split_09,0.5768,0.067,1,0,
in_bragol_sammar,split_09,0.6918,0.028,1,0,
inias_agor_gilgalad,split_09,0.6356,0.083,1,0,
iphant_ah_magol,split_09,0.7385,0.019,1,0,
iphant_rovalug_bellas,split_09,0.8057,0.034,1,0,
lachenn_calad_cuin,split_09,0.1322,0.015,1,0,
lavan_paich_rhun,split_09,0.7384,0.058,1,0,
law_ingem_navaer,split_09,0.344,0.019,1,0,
lebenedh_merilin_gwaun,split_09,0.1906,0.088,1,0,
lend_hend_suil,split_09,0.4337,0.056,1,0,
lin_gondrath_bass,split_09,0.6952,0.047,1,0,
loss_alagos_ogol,split_09,1.678,0.055,1,0,
maecheneb_galenas_corf,split_09,2.009,0.023,1,0,
magol_gwaun_bragol,split_09,0.8414,0.019,1,0,
minai_gul_hast,split_09,0.451,0.033,1,0,
minas_lebenedh_celeb,split_09,1.238,0.029,1,0,
mir_suil_hub,split_09,0.9256,0.019,1,0,
myril_lagor_malad,split_09,0.3788,0.024,1,0,
nagol_cabed_firion,split_09,0.5993,0.014,1,0,
neledh_Mirion_mithren,split_09,0.2182,0.194,1,0,
neledh_rom_thor,split_09,0.547,0.092,1,0,
nell_adar_salph,split_09,0.3386,0.05,1,0,
nestad_bain_fervain,split_09,1.49,0.046,1,0,
nidh_navaer_tobas,split_09,0.5962,0.532,1,0,
nimbrethil_Gwathuirim_salph,split_09,0.7925,0.039,1,0,
ninglor_rhovan_midh,split_09,0.2899,0.049,1,1,
noroth_romru_aear,split_09,0.6773,0.015,1,0,
noroth_tirith_luithien,split_09,0.4706,0.022,1,0,
panas_duin_annon,split_09,0.1138,0.022,1,0,
pendrath_amdir_lossen,split_09,0.2063,0.007,1,0,
pendrath_lasguil_lang,split_09,0.1935,0.092,1,0,
pent_alag_anwar,split_09,0.5048,0.053,1,0,
per_echad_erchion,split_09,0.4977,0.016,1,0,
rach_dunadan_ennorath,split_09,0.7335,0.01,1,0,
rach_heron_min,split_09,0.6922,0.053,1,0,
raegdan_ah_glamog,split_09,0.558,0.225,1,0,
ram_malad_tinnu,split_09,0.521,0.042,1,0,
randir_Gonhir_rusc,split_09,0.1774,0.043,1,0,
randir_bellas_acharn,split_09,0.3269,0.013,1,0,
raug_lathron_gorn,split_09,0.4915,0.021,1,0,
rhovan_ulug_thurin,split_09,1.275,0.018,1,0,
roch_iphant_firen,split_09,0.5316,0.013,1,0,
rochir_nidh_mil,split_09,0.3734,0.034,1,0,
rom_adel_lorn,split_09,1.215,0.021,1,0,
ruith_gaw_pethron,split_09,1.599,0.012,1,0,
rusc_aduial_laes,split_09,0.5749,0.011,1,0,
ryn_fuin_guldur,split_09,0.1528,0.071,1,0,
salph_espalass_baneth,split_09,0.1279,0.013,1,0,
suil_gellui_nim,split_09,0.3027,0.089,1,1,
tang_adab_tirith,split_09,1.245,0.051,1,0,
tann_firen_lossen,split_09,0.1644,0.17,1,0,
tavor_bregedur_hervess,split_09,0.1859,0.017,1,0,
thavron_gaur_agar,split_09,0.1806,0.043,1,0,
thurin_espalass_maen,split_09,0.5804,0.038,1,0,
tinnu_Eluwaith_mithril,split_09,0.236,0.051,1,0,
uir_lalaith_Tawarwaith,split_09,1.347,0.021,1,0,
ungol_luin_callon,split_09,0.709,0.031,1,0,
uruk_Tawarwaith_talraph,split_09,0.4547,0.047,1,0,
uruk_dunedhel_firiel,split_09,0.3586,0.03,1,0,
Dornhoth_lavan_ank,split_10,2.013,0.122,1,0,
Druadan_romru_araf,split_10,0.3328,0.026,1,0,
Gwathuirim_mund_ram,split_10,0.7045,0.007,1,0,
Mirion_ingem_ank,split_10,0.8483,0.011,1,0,
Mithrim_haudh_pethron,split_10,0.2,0.047,1,0,
Mithrim_ira_fae,split_10,0.4372,0.115,1,0,
Mithrim_pess_midh,split_10,1.021,0.028,1,0,
ablad_dam_roch,split_10,1.055,0.087,1,0,
adab_rach_pess,split_10,0.4616,0.074,1,0,
aduial_gli_hast,split_10,0.445,0.106,1,0,
aeruil_cugu_rach,split_10,0.4327,0.024,1,0,
aglareb_panas_sammar,split_10,0.4422,0.071,1,0,
ah_gorn_ruith,split_10,0.318,0.023,1,0,
ah_magol_thor,split_10,0.816,0.023,1,0,
ah_sirion_perian,split_10,0.3447,0.089,1,0,
alag_haradrim_celair,split_10,0.4706,0.03,1,1,
alagos_tinnu_sammar,split_10,0.5259,0.017,1,0,
amlug_raegdan_heledh,split_10,0.9908,0.135,1,0,
amon_corf_Druadan,split_10,1.282,0.008,1,0,
ang_midh_hu,split_10,0.141,0.204,1,0,
aphadrim_braig_lin,split_10,0.5312,0.039,1,0,
aras_lembas_bain,split_10,0.7301,0.047,1,0,
archam_alag_rist,split_10,0.126,0.038,1,0,
archam_tachol_pennas,split_10,0.8847,0.076,1,0,
barad_peredhel_minas,split_10,0.2875,0.014,1,0,
bellas_baug_menel,split_10,0.4811,0.029,1,0,
bregedur_ah_aeruil,split_10,1.108,0.07,1,0,
cae_Ennor_hun,split_10,0.4772,0.107,1,0,
cair_bronwe_hador,split_10,1.009,0.013,1,0,
calad_nana_anann,split_10,0.3191,0.066,1,0,
caras_hwiniol_barad,split_10,1.298,0.032,1,0,
celair_yll_myril,split_10,1.725,0.072,1,0,
celeb_malad_alag,split_10,0.4678,0.112,1,0,
certh_hervenn_sammar,split_10,0.464,0.063,1,0,
cugu_gobennas_Tawarwaith,split_10,0.3955,0.047,1,0,
curunir_galas_Mirion,split_10,0.7527,0.03,1,0,
dam_hun_braig,split_10,1.12,0.063,1,0,
dam_melethril_limlug,split_10,0.8068,0.036,1,0,
dannas_ira_amath,split_10,1.098,0.027,1,0,
dirnaith_muinthel_Elrim,split_10,1.244,0.031,1,0,
drafn_balrog_aranarth,split_10,1.607,0.104,1,0,
drego_agor_rust,split_10,0.161,0.029,1,0,
dunadan_Dornhoth_adar,split_10,1.026,0.139,1,0,
dunadan_aeruil_agar,split_10,0.3528,0.042,1,0,
eglan_baneth_haudh,split_10,0.3108,0.017,1,0,
eglan_glamog_lam,split_10,0.4965,0.058,1,0,
elu_guldur_baneth,split_10,1.141,0.047,1,0,
elu_narthan_lang,split_10,1.378,0.024,1,0,
erchion_angos_dam,split_10,1.524,0.02,1,0,
eredh_hul_rovalug,split_10,0.7935,0.01,1,0,
fern_lass_eglan,split_10,0.328,0.081,1,0,
forodrim_thavron_imrad,split_10,0.4589,0.036,1,0,
gath_Eru_neledh,split_10,1.064,0.067,1,0,
gath_meldir_saer,split_10,0.4502,0.109,1,0,
gaur_lorn_hend,split_10,0.8964,0.097,1,0,
glae_faradrim_nost,split_10,1.665,0.035,1,0,
gond_tobas_cund,split_10,0.5009,0.011,1,0,
gwachaedir_minuial_aiglos,split_10,0.7488,0.068,1,0,
gwador_uan_lam,split_10,0.3566,0.024,1,0,
gwaloth_amloth_fast,split_10,1.445,0.076,1,0,
gwaloth_luith_cund,split_10,0.5342,0.07,1,0,
gwaloth_morn_iar,split_10,1.618,0.016,1,0,
hador_hand_calad,split_10,1.809,0.052,1,0,
hand_cund_hul,split_10,0.4182,0.048,1,1,
hand_echad_tegilbor,split_10,1.896,0.023,1,0,
hand_galadhrim_aith,split_10,0.8576,0.054,1,0,
haudh_thor_pendrath,split_10,0.1585,0.066,1,0,
heledir_lebed_gwend,split_10,0.9631,0.025,1,0,
heleg_amarth_soga,split_10,0.4539,0.076,1,1,
heleg_sogannen_morgul,split_10,0.771,0.035,1,0,
heron_ninglor_saig,split_10,1.116,0.058,1,0,
hervess_gaw_glandagol,split_10,1.119,0.034,1,0,
hub_eilian_loss,split_10,1.108,0.019,1,0,
hub_glandagol_rudh,split_10,0.3149,0.015,1,0,
imrad_pennas_nothrim,split_10,1.117,0.031,1,0,
in_Gonhir_aphadrim,split_10,2.051,0.051,1,0,
inias_adar_gaur,split_10,0.1772,0.046,1,0,
ira_laug_adar,split_10,0.3339,0.077,1,0,
ist_laug_lunt,split_10,0.8827,0.034,1,0,
ithildin_aegas_tegilbor,split_10,0.8569,0.079,1,0,
ithildin_ah_uanui,split_10,1.036,0.023,1,0,
lacha_heledir_minas,split_10,0.5195,0.092,1,0,
lachenn_nothrim_gas,split_10,0.7835,0.091,1,0,
laer_sogannen_idhren,split_10,1.354,0.048,1,0,
lasguil_maethor_gorn,split_10,0.1142,0.106,1,0,
lass_hast_mir,split_10,3.305,0.024,1,0,
laug_dam_nost,split_10,0.3372,0.057,1,0,
laug_galadh_cirdan,split_10,1.093,0.171,1,0,
lavan_drafn_alagos,split_10,0.1993,0.072,1,0,
lavan_hud_annon,split_10,0.3333,0.055,1,0,
lend_nagol_aegas,split_10,0.3118,0.042,1,0,
lhug_raug_fae,split_10,0.4007,0.018,1,0,
luin_achad_ylf,split_10,0.3275,0.019,1,0,
maen_imloth_tavor,split_10,0.8044,0.22,1,0,
menel_saew_uan,split_10,0.3551,0.067,1,0,
merilin_iaun_rhosc,split_10,0.9839,0.032,1,0,
midh_gwaun_cund,split_10,0.9604,0.025,1,0,
mir_galadh_hul,split_10,0.92,0.023,1,0,
mund_gwarth_galadhrim,split_10,0.1141,0.025,1,0,
myril_glaur_forodrim,split_10,0.4015,0.032,1,0,
navaer_eglan_Tawarwaith,split_10,0.3007,0.053,1,0,
nestad_ithildin_faun,split_10,1.618,0.233,1,0,
nidh_hud_aran,split_10,0.3125,0.123,1,0,
nimp_ulug_Sindarin,split_10,0.1249,0.065,1,0,
noroth_haudh_law,split_10,0.3082,0.007,1,0,
onodrim_anwar_faun,split_10,0.7804,0.018,1,0,
onodrim_lagor_ram,split_10,0.8051,0.019,1,0,
onodrim_mithril_uruk,split_10,1.643,0.112,1,0,
paich_amon_nagol,split_10,0.9816,0.057,1,0,
paich_yll_minai,split_10,0.3373,0.041,1,0,
per_Ithil_randir,split_10,0.6767,0.015,1,0,
perian_saig_amdir,split_10,1.455,0.059,1,0,
rach_magol_nothrim,split_10,0.8394,0.013,1,0,
raef_limlug_gobennas,split_10,0.4623,0.009,1,0,
ram_idhren_harad,split_10,0.1219,0.012,1,0,
randir_melethril_lembas,split_10,1.03,0.01,1,0,
randir_tobas_dagnir,split_10,0.361,0.016,1,0,
rhosc_Sindarin_raegdan,split_10,1.123,0.025,1,0,
rhovan_thurin_amdir,split_10,0.4865,0.101,1,0,
riel_hervenn_fervain,split_10,0.1393,0.032,1,0,
rist_cund_grond,split_10,0.8532,0.032,1,0,
rochben_agarwaen_guldur,split_10,0.4815,0.055,1,0,
rochben_ylf_grond,split_10,0.6806,0.019,1,1,
rom_edlothiad_Ithil,split_10,1.2,0.007,1,0,
romru_glass_eglan,split_10,0.3813,0.022,1,0,
romru_hud_tobas,split_10,0.6272,0.02,1,1,
rovalug_randir_pod,split_10,1.212,0.053,1,0,
ruith_nimp_tobas,split_10,0.3814,0.061,1,0,
saelor_gwend_maecheneb,split_10,0.4349,0.015,1,0,
saig_puig_faun,split_10,0.8835,0.013,1,0,
sirion_gwathui_mund,split_10,0.8625,0.009,1,0,
soga_aiglos_fuin,split_10,0.4487,0.023,1,0,
soga_nim_ram,split_10,1.118,0.017,1,0,
soga_pent_aegas,split_10,0.4003,0.02,1,0,
tachol_eirien_drego,split_10,1.028,0.061,1,0,
tachol_saer_ruith,split_10,0.542,0.009,1,0,
tang_aphadrim_gilgalad,split_10,0.9207,0.031,1,0,
tann_achas_lembas,split_10,0.4675,0.038,1,0,
tobas_nagol_laug,split_10,0.5005,0.021,1,0,
toll_lain_haust,split_10,1.037,0.057,1,0,
uanui_thor_cund,split_10,1.843,0.027,1,0,
ungol_melethron_pilin,split_10,0.355,0.011,1,0,
ungol_paich_gond,split_10,1.601,0.015,1,0,
yll_lebenedh_cair,split_10,0.3925,0.036,1,0,
Dornhoth_hervenn_tathar,split_11,0.998,0.065,1,0,
Druadan_tachol_aranarth,split_11,1.012,0.026,1,0,
Elrim_sirion_hwiniol,split_11,0.8712,0.014,1,0,
Eru_gwathui_Mirion,split_11,0.3729,0.029,1,0,
Gonhir_achad_melethril,split_11,0.1208,0.01,1,0,
Ithil_fern_maen,split_11,0.9883,0.065,1,0,
Ithil_sogannen_glandagol,split_11,0.6357,0.013,1,0,
Rochirrim_rust_adab,split_11,0.3086,0.096,1,0,
Sindarin_elu_ah,split_11,0.4398,0.06,1,0,
Sindarin_minas_fervain,split_11,0.4504,0.041,1,0,
achad_adan_balrog,split_11,0.583,0.009,1,0,
achas_eilian_lossen,split_11,0.2092,0.012,1,0,
achas_salab_cenedril,split_11,0.4167,0.079,1,0,
aes_lavan_adan,split_11,0.9054,0.011,1,0,
aes_lorn_pendrath,split_11,0.1531,0.035,1,0,
aes_minai_fervain,split_11,0.6867,0.069,1,0,
agor_annon_rudh,split_11,0.3963,0.095,1,0,
aith_fae_tirith,split_11,0.5637,0.155,1,0,
alae_celon_faradrim,split_11,0.1072,0.035,1,0,
alagos_firiel_gas,split_11,1.151,0.018,1,0,
amarth_firiel_aglareb,split_11,1.245,0.052,1,0,
anann_haradrim_haudh,split_11,0.2953,0.034,1,0,
anann_lasguil_araf,split_11,0.1555,0.063,1,0,
andrann_achad_tinnu,split_11,0.3546,0.06,1,0,
ang_thor_gaur,split_11,1.106,0.048,1,0,
annon_tinnu_faun,split_11,1.699,0.474,1,0,
aran_puig_Druadan,split_11,0.3817,0.036,1,0,
archam_rhach_imlad,split_11,0.4722,0.016,1,0,
bellas_Tawarwaith_nothrim,split_11,0.6297,0.081,1,0,
braig_lend_randir,split_11,0.9362,0.018,1,0,
callon_aiglos_faun,split_11,0.3097,0.019,1,0,
celon_baneth_haudh,split_11,1.282,0.023,1,0,
cirdan_edlothiad_rhovan,split_11,1.769,0.043,1,0,
cund_mereth_tachol,split_11,0.4567,0.015,1,0,
curunir_cund_Ennor,split_11,0.277,0.079,1,0,
dagnir_gador_amath,split_11,0.473,0.109,1,0,
dol_aith_naer,split_11,1.378,0.025,1,0,
drego_gador_haudh,split_11,1.009,0.016,1,0,
echad_roch_pethron,split_11,0.5696,0.017,1,0,
edlothiad_hadhod_uir,split_11,1.098,0.067,1,0,
eglan_dam_saelor,split_11,0.4014,0.03,1,0,
eirien_faen_tobas,split_11,2.504,0.034,1,0,
eirien_thul_gwaun,split_11,0.3865,0.037,1,0,
eredh_galenas_rhosc,split_11,0.1501,0.077,1,0,
fae_meldir_cuin,split_11,0.3899,0.009,1,0,
faen_hast_amath,split_11,0.3731,0.034,1,0,
firen_corch_laer,split_11,0.3911,0.039,1,0,
forodrim_lachenn_rhach,split_11,0.363,0.05,1,0,
fuin_lebenedh_nath,split_11,0.1616,0.051,1,0,
galadh_cuin_sirion,split_11,1.188,0.043,1,0,
galadhrim_talraph_firiel,split_11,2.634,0.039,1,0,
gaurwaith_achad_rochben,split_11,0.632,0.159,1,0,
glae_saelor_Elrim,split_11,1.84,0.018,1,0,
gobennas_ingem_lain,split_11,0.7083,0.013,1,0,
graw_thangail_nana,split_11,0.685,0.103,1,0,
gul_fast_alae,split_11,0.3691,0.03,1,0,
gul_gwathui_hun,split_11,0.2736,0.089,1,0,
guldur_imrath_rhovan,split_11,0.3553,0.034,1,0,
gwaloth_fuin_pendrath,split_11,0.2033,0.147,1,1,
gwathui_gond_luith,split_11,0.919,0.016,1,0,
gwilwileth_gobennas_ris,split_11,0.9178,0.088,1,0,
harad_firiel_ungol,split_11,0.2597,0.013,1,0,
hast_naer_bass,split_11,0.8519,0.014,1,0,
heledh_paich_elu,split_11,0.6123,0.043,1,0,
heledir_ulug_tinuviel,split_11,0.1425,0.071,1,0,
helegnen_nath_inias,split_11,1.942,0.02,1,0,
hu_eglan_magol,split_11,0.345,0.073,1,0,
hu_nost_gwael,split_11,0.4959,0.072,1,0,
hwiniol_adar_faen,split_11,0.4309,0.01,1,0,
iar_lam_certh,split_11,0.4873,0.06,1,0,
iar_narthan_midh,split_11,1.872,0.019,1,0,
ingem_sirion_gwael,split_11,0.299,0.009,1,0,
inias_ulug_honeg,split_11,0.3845,0.032,1,0,
ira_lobor_iaun,split_11,0.2163,0.035,1,0,
ithildin_lembas_uan,split_11,0.578,0.283,1,0,
ithron_aegas_Tawarwaith,split_11,1.225,0.041,1,0,
lain_dannas_aegas,split_11,0.5114,0.03,1,0,
lain_ennorath_laug,split_11,0.4584,0.021,1,0,
lalaith_alag_adan,split_11,1.043,0.035,1,0,
lasguil_suil_nestad,split_11,0.5277,0.035,1,0,
lasguil_thor_narthan,split_11,0.402,0.381,1,0,
lass_alagos_dam,split_11,3.013,0.194,1,0,
lathron_nell_amon,split_11,0.5704,0.078,1,0,
laug_glass_naer,split_11,0.6683,0.123,1,0,
lebenedh_lebdas_elu,split_11,0.3189,0.067,1,0,
lend_adar_yll,split_11,0.3605,0.023,1,0,
loss_agarwaen_laes,split_11,0.4593,0.057,1,0,
lost_calad_tavor,split_11,0.1671,0.025,1,0,
luith_puig_cabed,split_11,0.6297,0.03,1,1,
luith_raegdan_lhug,split_11,0.2959,0.156,1,0,
luithien_maen_lass,split_11,0.4633,0.022,1,0,
lunt_curunir_rusc,split_11,0.6111,0.025,1,0,
maethor_rhach_edlothiad,split_11,0.4203,0.015,1,0,
menel_rhun_gas,split_11,1.222,0.042,1,0,
minai_drego_bragol,split_11,0.3061,0.009,1,0,
minas_lembas_amarth,split_11,0.2122,0.031,1,0,
minuial_Rochirrim_meril,split_11,0.5581,0.026,1,0,
mirdan_ank_ram,split_11,0.2389,0.19,1,0,
mithren_melethron_dannas,split_11,0.7755,0.059,1,0,
mithren_rochben_gwaloth,split_11,0.4207,0.529,1,0,
muil_cuil_rhovan,split_11,0.4219,0.064,1,0,
muinthel_fervain_lend,split_11,0.2891,0.082,1,0,
naer_alae_tobas,split_11,0.6359,0.089,1,0,
nagol_heledir_morgul,split_11,0.1583,0.017,1,0,
navaer_minuial_toll,split_11,0.418,0.022,1,0,
neledh_gwend_naer,split_11,0.6132,0.015,1,1,
nell_talraph_ylf,split_11,0.4818,0.035,1,0,
nestad_lin_corch,split_11,0.438,0.012,1,0,
nimbrethil_gilgalad_rusc,split_11,0.6797,0.034,1,0,
nimp_bragol_hwiniol,split_11,0.6307,0.019,1,1,
ninglor_ablad_Gonhir,split_11,0.603,0.085,1,0,
nost_glandagol_tobas,split_11,0.9195,0.012,1,0,
nost_loss_hal,split_11,0.2155,0.15,1,1,
onodrim_romru_mindon,split_11,0.3274,0.029,1,0,
panas_dunadan_ingem,split_11,0.7807,0.091,1,0,
pent_hul_hand,split_11,1.003,0.068,1,0,
pent_iaun_haeron,split_11,0.5304,0.091,1,0,
pethron_gwaloth_badhor,split_11,0.6082,0.083,1,0,
puig_sogannen_gas,split_11,1.733,0.045,1,0,
rach_ai_barad,split_11,1.248,0.079,1,0,
rach_edlothiad_Sindarin,split_11,0.8498,0.057,1,0,
raef_celeb_tegilbor,split_11,1.187,0.018,1,0,
raug_glamor_haeron,split_11,0.5195,0.014,1,0,
rhovan_malad_pilin,split_11,0.6726,0.023,1,0,
ris_ai_hend,split_11,0.2209,0.064,1,0,
rist_rach_cund,split_11,0.5955,0.052,1,0,
rochben_gwaloth_melethron,split_11,0.2171,0.022,1,1,
rodwen_balrog_rhun,split_11,0.4184,0.033,1,0,
rodwen_nell_gas,split_11,0.5058,0.011,1,0,
rom_cuin_cenedril,split_11,0.447,0.022,1,0,
rudh_hast_drego,split_11,0.2843,0.028,1,0,
rusc_lobor_agarwaen,split_11,0.4229,0.05,1,0,
saig_faun_draug,split_11,0.7945,0.106,1,0,
salph_gondrath_achas,split_11,0.1018,0.028,1,0,
sammar_glae_firiel,split_11,0.5029,0.012,1,0,
sammar_mir_daen,split_11,0.1806,0.1,1,0,
sirion_heron_melethril,split_11,1.006,0.018,1,0,
soga_firion_cugu,split_11,1.23,0.015,1,0,
tachol_barad_baneth,split_11,0.3874,0.075,1,0,
tang_ablad_manadh,split_11,1.128,0.035,1,0,
thul_aeruil_gwaloth,split_11,0.4273,0.01,1,0,
tirith_archam_saew,split_11,0.1457,0.041,1,0,
uanui_mirdan_lacha,split_11,3.237,0.018,1,0,
uir_lavan_Sindarin,split_11,0.9627,0.089,1,0,
ungol_imrath_ruith,split_11,0.2972,0.011,1,0,
yll_gellui_archam,split_11,0.8628,0.077,1,0,
Elrim_hal_amarth,split_12,0.4054,0.029,1,0,
Eluwaith_faradrim_haudh,split_12,0.9887,0.171,1,0,
Eru_iaun_rodwen,split_12,2.58,0.043,1,0,
Mirion_malad_adar,split_12,1.266,0.04,1,0,
Mithrim_firion_achas,split_12,1.102,0.187,1,0,
acharn_adel_baug,split_12,0.2151,0.016,1,0,
achas_hwiniol_nothrim,split_12,0.4257,0.067,1,0,
adel_draug_gas,split_12,0.2287,0.043,1,0,
aderthad_cuil_nimbrethil,split_12,0.3474,0.075,1,0,
aerlinn_hand_gul,split_12,0.8902,0.153,1,0,
ah_sador_imloth,split_12,0.6752,0.04,1,0,
alae_haeron_aphadrim,split_12,0.2907,0.045,1,0,
