object_id,Z,EBV,Z_err,Z_isna,EBV_isna,Zerr_isna,is_train
gwilwileth_hwiniol_adar,0.4645,0.075,,0,0,1,1
hadhod_aran_gaw,0.7157,0.046,,0,0,1,1
haeron_araf_eryn,0.1646,0.028,,0,0,1,1
heledir_gil_gilgalad,0.511,0.093,,0,0,1,1
heledir_gorn_pethron,0.5549,0.009,,0,0,1,1
heleg_nur_limlug,0.2606,0.049,,0,0,1,1
heleg_rhovan_iar,0.3024,0.096,,0,0,1,1
heleg_rom_Sindarin,0.5481,0.029,,0,0,1,1
hervenn_firion_sirion,0.467,0.388,,0,0,1,1
hub_grond_barad,0.2633,0.024,,0,0,1,1
hul_Ennor_nimbrethil,0.7371,0.059,,0,0,1,1
hun_cuin_maen,1.107,0.029,,0,0,1,1
iar_gul_gobennas,0.1727,0.04,,0,0,1,1
iaun_pendrath_nimp,0.2815,0.028,,0,0,1,1
ira_ennorath_minuial,0.6368,0.017,,0,0,1,1
ist_bregedur_eilian,1.416,0.013,,0,0,1,1
lacha_rochir_nath,0.3939,0.03,,0,0,1,1
lagor_tinnu_gli,0.2495,0.073,,0,0,1,1
lang_imloth_lobor,0.3993,0.089,,0,0,1,1
lend_andrann_raug,0.4068,0.017,,0,0,1,1
lhug_eredh_puig,0.9339,0.016,,0,0,1,1
lhug_hu_mir,1.199,0.068,,0,0,1,1
maecheneb_cund_lavan,0.8846,0.066,,0,0,1,1
maecheneb_uruk_dagnir,0.3028,0.074,,0,0,1,1
magol_Eluwaith_lossen,0.6947,0.079,,0,0,1,1
meldir_rach_iar,2.686,0.077,,0,0,1,1
midh_ist_thangail,0.4075,0.027,,0,0,1,1
minai_manadh_gwathui,1.188,0.025,,0,0,1,1
morn_maecheneb_narthan,2.049,0.031,,0,0,1,1
muil_aderthad_cirdan,0.4452,0.019,,0,0,1,1
mund_rudh_saig,0.4401,0.026,,0,0,1,1
neledh_morgul_glaur,0.8684,0.009,,0,0,1,1
nim_idhren_Mirion,0.2637,0.043,,0,0,1,1
nimp_hast_firiel,0.3543,0.082,,0,0,1,1
noroth_magol_faun,0.4214,0.03,,0,0,1,1
noroth_raug_cirdan,0.8566,0.013,,0,0,1,1
ogol_thul_rodwen,0.3326,0.009,,0,0,1,1
onodrim_fervain_ninglor,0.4409,0.051,,0,0,1,1
onodrim_heleg_lalaith,0.6536,0.016,,0,0,1,1
paich_Druadan_tachol,1.115,0.163,,0,0,1,1
paich_alae_honeg,0.227,0.445,,0,0,1,1
parf_tang_pess,1.156,0.04,,0,0,1,1
pendrath_cirdan_thor,4.723,0.031,,0,0,1,1
pendrath_gwend_riel,0.7285,0.07,,0,0,1,1
pendrath_lalaith_haeron,0.684,0.096,,0,0,1,1
peredhel_espalass_amarth,0.53,0.069,,0,0,1,1
peredhel_pennas_archam,0.226,0.01,,0,0,1,1
pess_aeruil_anwar,0.4194,0.076,,0,0,1,1
pess_ingem_thamas,1.339,0.051,,0,0,1,1
pod_faun_sammar,0.3598,0.017,,0,0,1,1
pod_minai_salab,0.4002,0.118,,0,0,1,1
raef_Tawarwaith_mund,0.4029,0.051,,0,0,1,1
rhosc_onodrim_mund,0.5205,0.119,,0,0,1,1
riel_hervess_thamas,3.483,0.009,,0,0,1,1
ris_nidh_bregedur,0.601,0.023,,0,0,1,1
ris_tavor_navaer,3.169,0.264,,0,0,1,1
roch_amloth_laer,0.5618,0.012,,0,0,1,1
rom_Mithrim_galenas,0.3995,0.059,,0,0,1,1
rom_lobor_lachenn,0.5531,0.015,,0,0,1,1
rudh_cabor_adab,0.276,0.053,,0,0,1,1
rudh_per_adar,0.3329,0.045,,0,0,1,1
rust_pilin_balrog,0.4214,0.141,,0,0,1,1
rust_raug_eglan,0.1781,0.026,,0,0,1,1
rust_sador_emel,1.068,0.01,,0,0,1,1
ryn_cenedril_mil,2.617,0.026,,0,0,1,1
ryn_salab_hul,0.2351,0.014,,0,0,1,1
saelor_glass_gath,0.4306,0.009,,0,0,1,1
saer_archam_heledh,0.4356,0.014,,0,0,1,1
saig_minuial_ungol,0.9496,0.012,,0,0,1,1
salab_cabed_pilin,0.5664,0.101,,0,0,1,1
salph_Eru_mithren,0.256,0.038,,0,0,1,1
sammar_corch_fae,0.2474,0.036,,0,0,1,1
soga_saer_elvellon,0.3666,0.051,,0,0,1,1
suil_corf_cae,0.8794,0.018,,0,0,1,1
suil_pennas_amdir,0.9745,0.013,,0,0,1,1
talraph_myril_aras,0.2056,0.109,,0,0,1,1
tamin_ah_hul,0.3366,0.068,,0,0,1,1
tathar_myril_nothrim,0.3619,0.011,,0,0,1,1
tegilbor_corf_alph,1.03,0.015,,0,0,1,1
thamas_edlothiad_saer,0.4508,0.057,,0,0,1,1
tobas_rist_rhach,0.2873,0.033,,0,0,1,1
uanui_muil_emel,0.893,0.086,,0,0,1,1
uir_alag_aran,0.5225,0.085,,0,0,1,1
ungol_bregedur_faen,0.3489,0.011,,0,0,1,1
uruk_saig_guldur,1.261,0.015,,0,0,1,1
vin_aranarth_dol,0.1928,0.2,,0,0,1,1
vin_imloth_morgul,1.274,0.027,,0,0,1,1
ylf_Eluwaith_amlug,1.308,0.11,,0,0,1,1
ylf_gwilwileth_glamor,0.5057,0.038,,0,0,1,1
ylf_panas_rust,0.2138,0.045,,0,0,1,1
Ennor_imloth_morgul,0.7532,0.046,,0,0,1,1
Gonhir_fast_romru,0.3017,0.03,,0,0,1,1
Gwathuirim_drego_lebdas,0.748,0.042,,0,0,1,1
Rochirrim_aiglos_achas,0.5624,0.063,,0,0,1,1
Rochirrim_araf_nimp,0.3726,0.026,,0,0,1,1
Rochirrim_nost_aes,0.9489,0.029,,0,0,1,1
Sindarin_gwachaedir_lachenn,0.522,0.074,,0,0,1,1
ablad_vin_faen,0.1817,0.231,,0,0,1,1
adab_faun_aith,0.2369,0.021,,0,0,1,1
adab_peredhel_hend,1.058,0.092,,0,0,1,1
adan_fern_nothrim,0.7057,0.138,,0,0,1,1
adan_galad_alagos,1.037,0.023,,0,0,1,1
adel_pethron_imrad,0.2785,0.065,,0,0,1,1
aeglir_certh_bregedur,0.3452,0.123,,0,0,1,1
aeruil_corch_min,0.3178,0.015,,0,0,1,1
agar_badhor_agarwaen,0.2683,0.061,,0,0,1,1
agar_graw_pethron,0.3111,0.014,,0,0,1,1
agar_neledh_imrath,0.3621,0.011,,0,0,1,1
agor_certh_heron,0.6719,0.024,,0,0,1,1
ai_lorn_Mirion,1.454,0.013,,0,0,1,1
alagos_honeg_bragol,1.119,0.073,,0,0,1,1
amath_ulug_Eru,2.009,0.021,,0,0,1,1
amlug_ithron_Ennor,0.3083,0.022,,0,0,1,1
ank_gwaun_haradrim,0.4326,0.051,,0,0,1,1
balrog_minas_galvorn,0.3792,0.011,,0,0,1,1
barad_amath_salph,0.5419,0.016,,0,0,1,1
bragol_galvorn_gwend,2.248,0.082,,0,0,1,1
braig_adar_laer,0.3362,0.027,,0,0,1,1
bronwe_imloth_ithildin,0.6565,0.019,,0,0,1,1
cae_draug_ryn,0.4899,0.016,,0,0,1,1
cair_muinthel_firiel,1.092,0.047,,0,0,1,1
celair_ang_uan,0.324,0.048,,0,0,1,1
celair_ank_alph,1.123,0.078,,0,0,1,1
celair_gwael_in,0.1804,0.06,,0,0,1,1
celair_mir_fae,0.2537,0.035,,0,0,1,1
corch_forodrim_ira,0.1749,0.02,,0,0,1,1
cuil_helegnen_laug,0.1787,0.009,,0,0,1,1
daen_balrog_min,0.1668,0.111,,0,0,1,1
dagnir_calad_lost,0.1418,0.008,,0,0,1,1
dannas_ira_suil,0.151,0.076,,0,0,1,1
dirnaith_fang_uan,1.614,0.111,,0,0,1,1
dol_bronwe_mindon,0.5616,0.079,,0,0,1,1
drego_thurin_gaur,1.129,0.139,,0,0,1,1
elu_bronwe_lavan,1.166,0.031,,0,0,1,1
erchion_hal_hadhod,0.562,0.136,,0,0,1,1
eryn_badhor_nim,0.5065,0.035,,0,0,1,1
espalass_faun_drafn,0.1676,0.024,,0,0,1,1
espalass_hervenn_alae,0.3304,0.03,,0,0,1,1
fang_iar_pess,0.9835,0.032,,0,0,1,1
fast_aes_lost,1.128,0.045,,0,0,1,1
faun_adab_rust,0.3272,0.064,,0,0,1,1
firen_law_cuin,0.3694,0.075,,0,0,1,1
firiel_meril_gas,1.005,0.052,,0,0,1,1
firion_meldir_hun,0.3612,0.141,,0,0,1,1
galas_gul_ryn,0.6675,0.031,,0,0,1,1
gellui_Elrim_Dornhoth,0.1906,0.022,,0,0,1,1
glamog_minai_paich,0.3231,0.009,,0,0,1,1
glandagol_baneth_thor,0.1699,0.081,,0,0,1,1
glandagol_celeb_maecheneb,0.3326,0.17,,0,0,1,1
glass_maecheneb_rust,0.2355,0.058,,0,0,1,1
gondrath_aear_puig,0.7177,0.048,,0,0,1,1
grond_cabor_achad,0.4938,0.04,,0,0,1,1
gul_ai_lalaith,0.4024,0.065,,0,0,1,1
gwathui_heron_minai,0.6734,0.055,,0,0,1,1
gwend_melethron_cuin,1.888,0.092,,0,0,1,1
gwilwileth_mirdan_minai,0.1375,0.03,,0,0,1,1
hadhod_corch_fae,0.9066,0.033,,0,0,1,1
haeron_angos_cugu,0.3317,0.024,,0,0,1,1
hand_galad_aeruil,0.6494,0.02,,0,0,1,1
harad_neledh_ennorath,0.9752,0.061,,0,0,1,1
haust_amon_Tawarwaith,1.051,0.135,,0,0,1,1
heledh_aeruil_hadhod,0.1871,0.066,,0,0,1,1
hervenn_meril_lathron,0.3659,0.032,,0,0,1,1
honeg_hud_bronwe,0.2158,0.168,,0,0,1,1
hwiniol_ist_baug,1.61,0.011,,0,0,1,1
imrath_helegnen_calad,0.1921,0.025,,0,0,1,1
inias_pilin_edlothiad,1.498,0.022,,0,0,1,1
lachenn_badhor_gwend,0.1818,0.101,,0,0,1,1
lagor_cenedril_lost,0.3455,0.066,,0,0,1,1
lain_luin_cae,1.129,0.017,,0,0,1,1
lam_maecheneb_limlug,0.1656,0.053,,0,0,1,1
lang_ablad_thavron,0.1583,0.101,,0,0,1,1
lang_hervenn_eilian,0.5888,0.016,,0,0,1,1
lebdas_Gwathuirim_rochir,0.2985,0.059,,0,0,1,1
lebdas_ryn_hend,0.7306,0.042,,0,0,1,1
luith_dunedhel_ira,0.6931,0.021,,0,0,1,1
maecheneb_galad_melethril,0.3458,0.128,,0,0,1,1
maethor_faen_cair,0.3346,0.033,,0,0,1,1
magor_dunadan_aran,0.2962,0.135,,0,0,1,1
manadh_loss_nost,0.3398,0.02,,0,0,1,1
meldir_fang_gwaun,0.3893,0.014,,0,0,1,1
meldir_iphant_ris,1.033,0.097,,0,0,1,1
meldir_morn_gul,1.596,0.067,,0,0,1,1
menel_gas_calad,0.2061,0.047,,0,0,1,1
menel_salab_pendrath,0.5276,0.582,,0,0,1,1
midh_morn_eglan,0.2694,0.026,,0,0,1,1
midh_pennas_neledh,0.3255,0.06,,0,0,1,1
mil_honeg_morn,0.4929,0.031,,0,0,1,1
minai_ira_ylf,1.138,0.075,,0,0,1,1
minai_ulug_rudh,0.3829,0.01,,0,0,1,1
minas_Eluwaith_araf,0.3543,0.022,,0,0,1,1
mithril_minai_rodwen,0.3719,0.134,,0,0,1,1
morn_amath_hend,0.3333,0.083,,0,0,1,1
mund_morgul_saelor,0.1493,0.028,,0,0,1,1
myril_bragol_nagol,0.6047,0.202,,0,0,1,1
nadhras_lam_celon,0.3154,0.15,,0,0,1,1
naer_uruk_anwar,2.343,0.035,,0,0,1,1
nagol_amdir_aranarth,1.067,0.038,,0,0,1,1
nagol_gaurwaith_firen,0.2714,0.016,,0,0,1,1
nagol_iar_rust,1.423,0.033,,0,0,1,1
nagol_minai_honeg,0.3919,0.007,,0,0,1,1
nestad_pent_gaur,0.1887,0.128,,0,0,1,1
nimbrethil_saer_saew,0.2018,0.346,,0,0,1,1
ninglor_laes_gwachaedir,1.219,0.095,,0,0,1,1
nothrim_ulug_gellui,0.5676,0.758,,0,0,1,1
paich_glamog_glamor,1.097,0.019,,0,0,1,1
per_glamor_hu,0.3549,0.038,,0,0,1,1
per_maethor_uan,1.35,0.093,,0,0,1,1
pilin_lunt_uruk,0.6187,0.041,,0,0,1,1
rach_nath_gwathui,0.1654,0.181,,0,0,1,1
randir_mir_tobas,0.3623,0.012,,0,0,1,1
rhosc_cuin_gath,0.3672,0.085,,0,0,1,1
rhovan_gwaloth_elvellon,0.5043,0.017,,0,0,1,1
riel_baug_nell,0.1812,0.045,,0,0,1,1
rochben_minas_Elrim,0.2029,0.027,,0,0,1,1
rovalug_pent_lam,0.3607,0.04,,0,0,1,1
rudh_imloth_hu,0.319,0.026,,0,0,1,1
ryn_ruith_celeb,0.5281,0.041,,0,0,1,1
saer_mirdan_calad,1.882,0.014,,0,0,1,1
saer_pendrath_aegas,0.2368,0.022,,0,0,1,1
sirion_aphadrim_amath,0.3627,0.017,,0,0,1,1
soga_Eru_muil,0.7757,0.035,,0,0,1,1
soga_firen_rist,0.6737,0.021,,0,0,1,1
tamin_lam_cenedril,0.6911,0.035,,0,0,1,1
tamin_ungol_baneth,2.589,0.052,,0,0,1,1
tathar_lin_Eru,0.401,0.021,,0,0,1,1
tegilbor_elvellon_hend,0.3364,0.097,,0,0,1,1
thul_lebed_nim,1.026,0.12,,0,0,1,1
thurin_alae_randir,0.3273,0.025,,0,0,1,1
ulug_corch_lam,0.2893,0.043,,0,0,1,1
ulug_hand_gellui,0.3082,0.04,,0,0,1,1
ungol_aeruil_heledh,0.7428,0.009,,0,0,1,1
ylf_rovalug_tinuviel,0.34,0.011,,0,0,1,1
Dornhoth_inias_gond,0.6488,0.024,,0,0,1,1
Druadan_galas_Eluwaith,0.287,0.061,,0,0,1,1
Elrim_cair_amon,1.203,0.08,,0,0,1,1
Gwathuirim_hwiniol_celon,0.2972,0.108,,0,0,1,1
Ithil_minas_elvellon,0.3718,0.077,,0,0,1,1
Rochirrim_haeron_cenedril,1.275,0.013,,0,0,1,1
Sindarin_lam_dunedhel,1.282,0.124,,0,0,1,1
adab_drafn_amloth,0.3684,0.018,,0,0,1,1
adan_rom_alae,0.1623,0.041,,0,0,1,1
aear_glass_morn,0.3024,0.019,,0,0,1,1
aear_lunt_nana,1.624,0.028,,0,0,1,1
aerlinn_Elrim_alph,0.1786,0.107,,0,0,1,1
aes_hub_law,0.2424,0.012,,0,0,1,1
aglareb_thangail_nana,0.7475,0.02,,0,0,1,1
agor_yll_tachol,0.2949,0.058,,0,0,1,1
ah_muinthel_tobas,0.4054,0.013,,0,0,1,1
ai_peredhel_laer,0.2073,0.055,,0,0,1,1
aiglos_roch_nim,0.2907,0.028,,0,0,1,1
alae_eryn_hand,0.1445,0.06,,0,0,1,1
alae_guldur_ithron,0.2929,0.019,,0,0,1,1
alph_ist_faun,0.6487,0.059,,0,0,1,1
anann_saew_aranarth,0.3401,0.069,,0,0,1,1
angos_dagnir_tamin,0.4628,0.09,,0,0,1,1
annon_gwend_lain,0.1821,0.033,,0,0,1,1
annon_lorn_baug,0.3795,0.012,,0,0,1,1
archam_puig_hervess,0.8987,0.009,,0,0,1,1
balrog_aear_Gwathuirim,0.4669,0.02,,0,0,1,1
baneth_nidh_cyron,0.6307,0.013,,0,0,1,1
bass_amarth_elvellon,0.2556,0.012,,0,0,1,1
bass_archam_rhosc,1.294,0.024,,0,0,1,1
bragol_mirdan_ira,0.3069,0.016,,0,0,1,1
braig_minai_ram,0.2858,0.049,,0,0,1,1
bronwe_aderthad_law,0.2426,0.05,,0,0,1,1
cae_Ennor_ulug,1.288,0.012,,0,0,1,1
calad_dol_rhach,0.2708,0.138,,0,0,1,1
callon_perian_ulug,0.3918,0.057,,0,0,1,1
caras_corf_faradrim,1.289,0.06,,0,0,1,1
celair_hud_paich,0.2795,0.036,,0,0,1,1
cirion_ungol_ira,0.1098,0.036,,0,0,1,1
corch_nagol_glaur,0.2649,0.234,,0,0,1,1
cuil_gwanur_panas,0.8581,0.026,,0,0,1,1
cuil_noroth_tachol,0.9398,0.017,,0,0,1,1
daen_loss_Druadan,0.1044,0.062,,0,0,1,1
daen_rochir_galvorn,0.2947,0.046,,0,0,1,1
dol_badhor_gwael,0.28,0.053,,0,0,1,1
duin_cabed_Eru,0.4772,0.079,,0,0,1,1
dunedhel_imloth_nimp,0.268,0.047,,0,0,1,1
dunedhel_saer_lorn,1.461,0.064,,0,0,1,1
edlothiad_corch_cugu,0.008771,0.023,,0,0,1,1
eglan_adar_celeb,0.2236,0.11,,0,0,1,1
eilian_tathar_hend,0.4144,0.12,,0,0,1,1
elu_riel_aear,0.4871,0.032,,0,0,1,1
eredh_narthan_eryn,0.512,0.171,,0,0,1,1
espalass_Eru_lalaith,0.1158,0.016,,0,0,1,1
espalass_dagnir_Mithrim,0.1991,0.142,,0,0,1,1
fae_myril_cugu,1.298,0.008,,0,0,1,1
fern_firen_curunir,1.456,0.047,,0,0,1,1
firen_lachenn_lend,1.351,0.02,,0,0,1,1
firen_ogol_graw,0.5157,0.019,,0,0,1,1
galad_haust_luithien,0.4938,0.026,,0,0,1,1
galenas_gwador_rust,2.984,0.127,,0,0,1,1
gaur_callon_guldur,0.4109,0.023,,0,0,1,1
glamog_ennorath_mil,0.746,0.035,,0,0,1,1
glamog_salph_hador,0.1862,0.051,,0,0,1,1
glandagol_aduial_aderthad,0.7258,0.033,,0,0,1,1
glandagol_morgul_hend,0.3852,0.088,,0,0,1,1
glass_roch_Druadan,1.374,0.033,,0,0,1,1
glaur_heledh_galas,1.755,0.024,,0,0,1,1
gobennas_hul_lhug,0.7324,0.013,,0,0,1,1
gobennas_nath_rochben,0.9371,0.021,,0,0,1,1
gul_glamog_gaur,1.313,0.011,,0,0,1,1
gwachaedir_agar_hud,0.1113,0.068,,0,0,1,1
gwador_erchion_thamas,0.4869,0.045,,0,0,1,1
gwarth_gwanur_adar,0.2419,0.01,,0,0,1,1
gwarth_lebed_pent,0.1845,0.032,,0,0,1,1
harad_rhosc_malad,0.1685,0.728,,0,0,1,1
haradrim_helegnen_iaun,0.19,0.066,,0,0,1,1
hast_heledh_thul,0.8744,0.084,,0,0,1,1
heledir_corch_pennas,0.1257,0.027,,0,0,1,1
heron_bain_glae,0.9981,0.011,,0,0,1,1
heron_gondrath_nimp,0.4674,0.025,,0,0,1,1
hud_sogannen_riel,0.3436,0.033,,0,0,1,1
hul_idhren_iar,2.0,0.03,,0,0,1,1
hun_pilin_mindon,1.376,0.035,,0,0,1,1
hwiniol_Rochirrim_uruk,0.4681,0.012,,0,0,1,1
imlad_Ithil_Elrim,1.097,0.017,,0,0,1,1
imloth_firiel_certh,0.1128,0.137,,0,0,1,1
imrad_in_puig,1.023,0.027,,0,0,1,1
iphant_grond_nimbrethil,0.2691,0.058,,0,0,1,1
ira_laer_nath,1.209,0.028,,0,0,1,1
ist_eglan_rom,0.4014,0.022,,0,0,1,1
lacha_badhor_raug,0.3061,0.071,,0,0,1,1
lachenn_angos_amlug,0.5905,0.012,,0,0,1,1
lachenn_law_vin,0.6578,0.025,,0,0,1,1
laer_cund_elvellon,0.2951,0.068,,0,0,1,1
laes_acharn_tobas,0.4943,0.065,,0,0,1,1
lalaith_min_rhovan,0.4424,0.012,,0,0,1,1
lalaith_tirith_ris,0.3961,0.022,,0,0,1,1
laug_ennorath_glamog,0.398,0.09,,0,0,1,1
lebed_adar_amath,0.2705,0.023,,0,0,1,1
lebed_erchion_emel,0.6828,0.031,,0,0,1,1
lembas_salph_balrog,0.3846,0.044,,0,0,1,1
lend_fuin_helegnen,0.5835,0.04,,0,0,1,1
lend_harad_aith,0.4084,0.015,,0,0,1,1
limlug_saew_Ithil,1.651,0.121,,0,0,1,1
lin_pess_vin,0.3657,0.027,,0,0,1,1
lost_heleg_magol,0.6835,0.007,,0,0,1,1
luith_harad_saelor,0.7129,0.033,,0,0,1,1
lunt_braig_nana,0.3999,0.087,,0,0,1,1
lunt_sogannen_certh,1.361,0.013,,0,0,1,1
maen_dam_heron,1.088,0.006,,0,0,1,1
malad_eryn_gondrath,1.223,0.067,,0,0,1,1
melethril_bragol_tirith,0.5185,0.029,,0,0,1,1
midh_gwachaedir_gli,0.4355,0.022,,0,0,1,1
min_talraph_Sindarin,0.235,0.115,,0,0,1,1
mirdan_gli_paich,0.1548,0.126,,0,0,1,1
muil_faradrim_ungol,0.3752,0.026,,0,0,1,1
nagol_per_tachol,1.46,0.01,,0,0,1,1
narthan_gwaloth_ris,0.1649,0.019,,0,0,1,1
neledh_lang_gwarth,0.2606,0.027,,0,0,1,1
nell_glandagol_dam,0.3017,0.026,,0,0,1,1
nost_archam_annon,0.6627,0.023,,0,0,1,1
nur_bass_curunir,0.3576,0.037,,0,0,1,1
onodrim_galenas_cugu,0.2694,0.012,,0,0,1,1
paich_ungol_hast,0.2983,0.083,,0,0,1,1
panas_hervess_mereth,0.3984,0.016,,0,0,1,1
parf_cugu_magol,0.4211,0.01,,0,0,1,1
parf_heledh_gwathui,0.5056,0.053,,0,0,1,1
pendrath_aes_Eru,0.3965,0.046,,0,0,1,1
pennas_gond_aran,1.51,0.036,,0,0,1,1
pennas_sammar_Dornhoth,1.297,0.077,,0,0,1,1
pent_edlothiad_law,0.8776,0.107,,0,0,1,1
peredhel_tegilbor_dagnir,0.2682,0.032,,0,0,1,1
pess_Mirion_raug,0.3042,0.093,,0,0,1,1
pess_ithron_lebdas,0.7683,0.065,,0,0,1,1
raef_galadh_aran,0.1977,0.016,,0,0,1,1
ram_lebdas_rist,0.3601,0.094,,0,0,1,1
randir_mereth_archam,0.4676,0.019,,0,0,1,1
rist_thamas_bragol,0.1626,0.084,,0,0,1,1
romru_morgul_lossen,0.2597,0.035,,0,0,1,1
rudh_ira_faun,0.3991,0.012,,0,0,1,1
sirion_gellui_adab,0.2483,0.049,,0,0,1,1
talraph_gwend_aeglir,0.641,0.022,,0,0,1,1
tamin_aduial_parf,0.2356,0.021,,0,0,1,1
tathar_helegnen_guldur,0.7234,0.042,,0,0,1,1
tathar_uruk_adel,0.2831,0.039,,0,0,1,1
thamas_gwarth_gwathui,0.3651,0.009,,0,0,1,1
thangail_tang_galvorn,0.3147,0.014,,0,0,1,1
tinnu_imloth_laer,0.3764,0.043,,0,0,1,1
tirith_agarwaen_toll,0.1636,0.058,,0,0,1,1
uir_duin_faun,0.2561,0.031,,0,0,1,1
ulug_vin_Gonhir,0.4456,0.017,,0,0,1,1
uruk_aran_yll,2.747,0.079,,0,0,1,1
uruk_cund_nath,1.19,0.026,,0,0,1,1
Eluwaith_cyron_hwiniol,0.2341,0.095,,0,0,1,1
Eluwaith_nost_magol,0.3935,0.038,,0,0,1,1
Gwathuirim_gwanur_hu,0.2481,0.015,,0,0,1,1
Ithil_menel_agar,0.4117,0.04,,0,0,1,1
Mirion_lain_iaun,0.3429,0.012,,0,0,1,1
Rochirrim_lang_hador,1.042,0.044,,0,0,1,1
Rochirrim_raegdan_tavor,0.4152,0.037,,0,0,1,1
aerlinn_heron_luith,0.4712,0.026,,0,0,1,1
aerlinn_laer_aith,0.1854,0.063,,0,0,1,1
aerlinn_saer_nell,0.4457,0.02,,0,0,1,1
aes_sammar_thul,0.3367,0.055,,0,0,1,1
agarwaen_hu_fervain,0.4963,0.061,,0,0,1,1
ah_saelor_hend,0.1108,0.157,,0,0,1,1
ai_hub_hwiniol,0.5662,0.02,,0,0,1,1
aiglos_ryn_gwael,0.4675,0.07,,0,0,1,1
aith_gwarth_lagor,1.217,0.08,,0,0,1,1
alae_dol_nimp,0.4718,0.081,,0,0,1,1
alae_saew_dannas,0.8778,0.024,,0,0,1,1
amloth_glamog_gwaun,1.318,0.01,,0,0,1,1
anann_uir_ang,0.4055,0.019,,0,0,1,1
anwar_randir_myril,0.3875,0.034,,0,0,1,1
aran_honeg_sirion,0.4045,0.038,,0,0,1,1
baneth_harad_heledir,0.3299,0.083,,0,0,1,1
baneth_tamin_gli,1.959,0.028,,0,0,1,1
barad_ogol_sammar,0.3206,0.07,,0,0,1,1
bass_echad_gwael,1.439,0.021,,0,0,1,1
cabed_gellui_peredhel,0.3905,0.093,,0,0,1,1
cabor_gaurwaith_Gwathuirim,0.966,0.064,,0,0,1,1
cae_Mithrim_fervain,0.4,0.02,,0,0,1,1
calad_lobor_meril,0.3692,0.013,,0,0,1,1
celair_amon_hervess,0.8888,0.054,,0,0,1,1
cenedril_ram_rudh,0.1694,0.041,,0,0,1,1
corf_acharn_vin,0.7817,0.024,,0,0,1,1
cugu_gobennas_lebenedh,0.8673,0.078,,0,0,1,1
cuin_alae_nana,0.2557,0.008,,0,0,1,1
curunir_melethril_galadh,0.2463,0.053,,0,0,1,1
daen_lalaith_cabor,0.4067,0.059,,0,0,1,1
dagnir_Dornhoth_onodrim,0.6854,0.012,,0,0,1,1
dam_lossen_ira,0.3629,0.171,,0,0,1,1
dam_tamin_graw,1.778,0.063,,0,0,1,1
dam_ungol_nestad,0.3303,0.034,,0,0,1,1
duin_firiel_saig,0.3514,0.029,,0,0,1,1
dunadan_helegnen_laes,3.171,0.051,,0,0,1,1
eirien_lunt_rist,0.3739,0.009,,0,0,1,1
eirien_uir_pent,0.4071,0.135,,0,0,1,1
elu_agarwaen_gwachaedir,0.4158,0.046,,0,0,1,1
emel_cenedril_rudh,0.9121,0.099,,0,0,1,1
eryn_lhug_lin,0.4346,0.041,,0,0,1,1
espalass_rudh_forodrim,0.2519,0.062,,0,0,1,1
fang_aear_adan,0.3802,0.052,,0,0,1,1
fang_angos_rusc,0.5069,0.032,,0,0,1,1
fang_saelor_gellui,0.9418,0.015,,0,0,1,1
faradrim_annon_tinnu,0.3711,0.014,,0,0,1,1
faradrim_pennas_hun,1.894,0.097,,0,0,1,1
firion_certh_fang,1.558,0.078,,0,0,1,1
forodrim_mindon_hadhod,0.9643,0.043,,0,0,1,1
fuin_galenas_sogannen,1.435,0.06,,0,0,1,1
fuin_uir_espalass,0.8132,0.042,,0,0,1,1
gador_firen_fang,0.1756,0.083,,0,0,1,1
gador_uan_puig,0.3731,0.01,,0,0,1,1
galadhrim_hend_gwael,0.2357,0.04,,0,0,1,1
gaur_tinnu_uruk,0.2108,0.01,,0,0,1,1
graw_fast_gaw,0.7747,0.097,,0,0,1,1
guldur_alag_sogannen,0.1633,0.079,,0,0,1,1
guldur_imlad_gaw,0.3864,0.014,,0,0,1,1
gwend_cirion_gil,0.3763,0.013,,0,0,1,1
hadhod_dagnir_cund,0.4083,0.042,,0,0,1,1
hadhod_navaer_saew,0.422,0.035,,0,0,1,1
harad_galadh_Gonhir,0.4922,0.016,,0,0,1,1
haradrim_ablad_luith,0.4189,0.007,,0,0,1,1
haudh_tegilbor_agarwaen,1.053,0.016,,0,0,1,1
heledh_ank_fern,0.3497,0.066,,0,0,1,1
heledir_nestad_corch,1.346,0.039,,0,0,1,1
heleg_galad_fae,1.134,0.028,,0,0,1,1
hend_muil_dannas,4.924,0.033,,0,0,1,1
hervess_lachenn_uir,0.8487,0.021,,0,0,1,1
hul_bass_alagos,1.823,0.018,,0,0,1,1
hul_mil_andrann,0.6567,0.054,,0,0,1,1
idhren_Ithil_nothrim,1.031,0.079,,0,0,1,1
imrad_raug_barad,0.4104,0.012,,0,0,1,1
imrath_drafn_nost,1.071,0.126,,0,0,1,1
imrath_nost_ithildin,0.6524,0.05,,0,0,1,1
laes_achad_baug,0.3765,0.042,,0,0,1,1
lain_espalass_gellui,0.4431,0.014,,0,0,1,1
lalaith_galas_elvellon,0.2004,0.016,,0,0,1,1
lam_lain_gath,0.7799,0.027,,0,0,1,1
lass_tobas_sammar,0.1495,0.006,,0,0,1,1
lathron_amlug_imlad,0.9406,0.133,,0,0,1,1
laug_aduial_gador,0.4065,0.046,,0,0,1,1
lebdas_riel_cenedril,0.2318,0.023,,0,0,1,1
